tracking_number,ship_date,????,????id,???,???,???
{61290989800520628136},5/5/2020,5/29/2020 5:29,1649,6.88,6.88,7.57
{61290989800520645164},5/6/2020,5/25/2020 7:29,1631,5.7,5.7,5.7
{61290989800520544504},4/28/2020,5/25/2020 8:03,1630,5.62,5.62,5.62
{61290989800521283280},6/18/2020,7/3/2020 5:48,1768,5.92,5.92,5.92
{61290989800520944489},5/22/2020,7/3/2020 3:03,1764,7.66,7.66,7.18
{61290989800520580915},5/1/2020,5/25/2020 7:33,1630,9.51,9.51,10.58
{61290989800520627047},5/5/2020,5/25/2020 8:05,1631,5.37,5.37,5.42
{61290989800520890199},5/18/2020,6/5/2020 2:14,1663,6.3,5.7,6.27
{61290989800520643702},5/6/2020,5/25/2020 7:29,1631,5.7,5.7,5.7
{61290989800521283051},6/18/2020,7/3/2020 5:47,1768,5.92,5.92,5.92
{61290989800520529266},4/27/2020,5/8/2020 0:58,1577,5.42,5.42,5.4
{61290989800520695138},5/11/2020,5/29/2020 5:51,1649,5.61,5.61,5.61
{61290989800520528764},4/27/2020,5/25/2020 7:37,1631,6.84,6.84,6.85
{61290989800520571821},4/30/2020,5/25/2020 7:34,1630,5.72,5.72,5.99
{61290989800520993517},5/27/2020,6/12/2020 1:43,1677,5.7,5.7,5.7
{61290989800520739559},5/15/2020,5/29/2020 6:10,1649,5.4,5.4,5.39
{61290989800520701549},5/12/2020,5/29/2020 5:54,1649,11.88,11.88,8.57
{61290989800521109634},6/11/2020,6/28/2020 3:15,1712,7.66,7.66,7.66
{61290989800521005400},5/28/2020,6/28/2020 2:24,1711,5.85,5.85,5.37
{61290989800520645188},5/6/2020,5/25/2020 7:49,1631,7.18,7.18,7.18
{61290989800520571180},4/30/2020,5/25/2020 7:34,1630,5.72,5.72,5.99
{61290989800520596558},5/3/2020,5/25/2020 7:41,1631,5.37,5.37,5.38
{61290989800520727808},5/14/2020,5/29/2020 6:06,1649,5.4,5.4,5.39
"{392984611570,392984611879,392984612062,392984612658,392984612680,392984612691,392984613242,392984613698,392984613610,392984613014,392984614180,392984613334,392984614010,392984615006}",5/18/2020,6/12/2020 1:57,1677,104.76,104.76,102.72
{61290989800520968454},5/25/2020,6/12/2020 3:59,1688,5.7,5.7,5.7
{61290989800521022254},5/30/2020,6/19/2020 2:34,1698,6.58,6.58,7.59
{74890989800520580836},5/1/2020,5/25/2020 7:58,1630,4.45,4.45,6
{61290989800520683166},5/11/2020,5/25/2020 7:27,1631,8.82,8.82,8.87
{61290989800520716215},5/13/2020,5/29/2020 6:00,1649,5.7,5.7,5.7
{61290989800520643443},5/6/2020,5/29/2020 5:32,1649,7.45,7.45,7.08
{61290989800520701440},5/12/2020,5/29/2020 5:54,1649,5.37,5.37,5.37
{61290989800520510431},4/24/2020,5/8/2020 0:41,1577,6.89,6.89,6.88
{61290989800520605342},5/4/2020,5/25/2020 7:58,1630,6.84,6.84,6.84
{61290989800520558006},4/29/2020,5/25/2020 8:01,1630,5.62,5.62,5.99
{61290989800520657655},5/7/2020,5/29/2020 5:35,1649,5.37,5.37,5.37
{61290989800520905848},5/19/2020,6/5/2020 2:14,1663,5.37,5.37,5.37
{61290989800520948289},5/22/2020,6/28/2020 3:31,1714,6.88,6.88,7.85
{61290989800520520836},4/26/2020,5/25/2020 7:57,1630,5.38,5.38,5.38
{61290989800521278798},6/17/2020,7/3/2020 2:51,1764,7.58,7.58,8.99
{61290989800520996594},5/27/2020,6/12/2020 4:14,1688,5.61,5.61,5.61
{61290989800520994811},5/27/2020,6/12/2020 1:45,1677,5.57,5.57,5.57
{61290989800520890830},5/18/2020,6/5/2020 2:23,1663,6.2,5.61,6.17
{61290989800521275858},6/17/2020,7/3/2020 2:58,1764,7.01,7.01,7.01
{61290989800520627306},5/5/2020,5/25/2020 7:53,1631,6.54,6.54,7.57
{61290989800520583411},5/1/2020,5/25/2020 7:29,1630,6.55,6.55,7.98
{61290989800520889919},5/18/2020,5/29/2020 6:14,1649,5.97,5.4,5.93
{61290989800520627979},5/5/2020,5/25/2020 8:00,1631,6.54,6.54,7.57
{61290989800520641968},5/6/2020,5/25/2020 8:06,1631,5.7,5.7,5.7
{61290989800521109092},6/11/2020,6/28/2020 2:45,1711,6.19,6.19,6.19
{61290989800520887403},5/18/2020,6/5/2020 2:25,1663,6.27,5.7,6.27
{61290989800520907415},5/19/2020,6/28/2020 4:20,1714,5.7,5.7,5.7
{61290989800520727150},5/14/2020,5/29/2020 6:06,1649,6.54,6.54,7.51
{61290989800520523875},4/26/2020,5/8/2020 0:49,1577,6.8,6.8,6.78
{61290989800521094855},6/9/2020,6/28/2020 2:26,1711,5.85,5.85,5.85
{61290989800520980975},5/26/2020,6/28/2020 2:28,1711,6.19,6.19,5.7
{61290989800521078411},6/8/2020,6/28/2020 2:26,1711,7.79,7.79,7.21
{61290989800520645522},5/6/2020,5/25/2020 7:40,1631,6.54,6.54,7.51
{61290989800520657815},5/7/2020,5/25/2020 7:45,1631,5.7,5.7,5.7
{61290989800520548588},4/28/2020,5/25/2020 7:37,1630,5.58,5.58,5.38
{61290989800521282931},6/18/2020,7/3/2020 5:47,1768,7.04,7.04,8.01
{61290989800521256154},6/15/2020,6/28/2020 3:17,1712,5.89,5.89,5.88
{61290989800520922975},5/20/2020,6/28/2020 4:20,1714,7.04,7.04,7.04
{61290989800521028645},6/1/2020,6/28/2020 2:23,1711,6.19,6.19,5.7
{61290989800521049336},6/3/2020,6/19/2020 2:34,1698,6.27,6.27,5.7
{61290989800520610506},5/4/2020,5/29/2020 5:27,1649,5.37,5.37,5.37
{61290989800521023190},5/30/2020,6/19/2020 2:25,1698,6.88,6.88,7.9
{61290989800520509114},4/24/2020,5/8/2020 0:55,1577,5.72,5.72,5.72
{61290989800520572682},4/30/2020,5/29/2020 5:23,1649,11.36,11.36,8.63
{61290989800521049763},6/3/2020,6/19/2020 2:35,1698,5.7,5.7,5.7
{61290989800520726719},5/14/2020,6/5/2020 2:01,1663,6.88,6.88,7.85
{61290989800520509459},4/24/2020,5/25/2020 7:49,1630,5.72,5.72,5.72
{61290989800520895231},5/18/2020,6/5/2020 2:04,1663,5.7,5.7,5.7
{61290989800520742092},5/15/2020,6/5/2020 2:24,1663,7.65,7.65,7.16
{61290989800521289657},6/19/2020,7/3/2020 5:45,1768,7.59,7.59,7.59
{61290989800520605830},5/4/2020,5/25/2020 7:47,1630,6.88,6.88,7.85
{61290989800520627818},5/5/2020,5/25/2020 7:53,1631,6.54,6.54,7.57
{61290989800520905619},5/19/2020,6/28/2020 3:46,1714,6.73,6.73,5.7
{61290989800520572095},4/30/2020,5/25/2020 7:54,1630,5.62,5.62,5.99
{61290989800520675925},5/9/2020,5/29/2020 5:41,1649,6.88,6.88,7.85
{61290989800520676311},5/9/2020,5/25/2020 8:01,1631,5.7,5.7,5.7
{61290989800520972611},5/25/2020,6/12/2020 2:10,1677,7.91,7.91,7.16
{61290989800520993531},5/27/2020,6/12/2020 1:44,1677,5.37,5.37,5.37
{61290989800520966498},5/25/2020,6/12/2020 2:09,1677,5.7,5.7,5.7
{61290989800521255904},6/15/2020,7/3/2020 2:54,1764,6.19,6.19,6.19
{61290989800520925372},5/20/2020,6/5/2020 2:06,1663,6.45,6.45,5.39
{61290989800520996600},5/27/2020,6/12/2020 4:10,1688,5.61,5.61,5.61
{61290989800520529631},4/27/2020,5/25/2020 7:35,1630,6.89,6.89,6.88
{61290989800520619110},5/4/2020,5/25/2020 7:43,1631,8.53,8.53,9.28
{61290989800520935180},5/21/2020,6/12/2020 2:11,1677,17.24,15.51,7.88
{61290989800520707251},5/12/2020,5/29/2020 5:56,1649,5.61,5.61,5.61
{61290989800520892025},5/18/2020,6/28/2020 3:44,1714,7.44,6.73,7.4
{61290989800521116557},6/12/2020,6/28/2020 2:45,1711,7.21,7.21,6.76
{61290989800521014419},5/29/2020,6/12/2020 1:41,1677,5.7,5.7,5.7
{61290989800520727235},5/14/2020,5/29/2020 6:06,1649,6.84,6.84,6.84
{61290989800521083415},6/8/2020,6/28/2020 3:14,1712,12.23,6.93,6.26
{61290989800521254723},6/15/2020,7/3/2020 2:55,1764,5.89,5.89,5.88
{61290989800520582063},5/1/2020,5/25/2020 8:06,1631,7.19,7.19,7.26
{61290989800520531801},4/27/2020,5/25/2020 7:29,1630,5.99,5.99,5.62
{61290989800520906999},5/19/2020,6/5/2020 2:25,1663,6.88,6.88,6.87
{61290989800520967259},5/25/2020,6/12/2020 3:59,1688,6.73,6.73,5.7
{61290989800520605274},5/4/2020,5/25/2020 7:53,1631,5.7,5.7,5.7
{61290989800520909976},5/19/2020,6/5/2020 2:25,1663,5.37,5.37,5.37
{61290989800521284751},6/18/2020,7/3/2020 5:41,1768,6.07,6.07,5.79
{61290989800520944274},5/22/2020,6/5/2020 2:16,1663,5.7,5.7,5.7
{61290989800521109276},6/11/2020,6/28/2020 2:43,1711,5.89,5.89,5.88
{61290989800521078572},6/8/2020,6/19/2020 2:24,1698,7.36,7.36,8.33
{61290989800520887755},5/18/2020,6/5/2020 2:03,1663,6.41,5.8,5.93
{61290989800521015348},5/29/2020,6/12/2020 1:37,1677,5.57,5.57,5.37
{61290989800521052398},6/3/2020,6/19/2020 2:35,1698,5.8,5.8,5.77
{61290989800521254747},6/15/2020,6/28/2020 3:16,1712,6.19,6.19,6.19
{61290989800521079135},6/8/2020,6/28/2020 2:22,1711,6.19,6.19,6.19
{61290989800520890229},5/18/2020,5/29/2020 6:14,1649,5.97,5.4,5.93
{61290989800520557863},4/29/2020,5/25/2020 7:53,1630,6.28,6.28,6.92
{61290989800521005264},5/28/2020,6/19/2020 2:32,1698,5.7,5.7,5.7
{61290989800520740081},5/15/2020,5/29/2020 6:10,1649,5.7,5.7,5.7
{61290989800520932318},5/21/2020,6/28/2020 3:31,1714,7.6,7.6,7.75
{61290989800520907101},5/19/2020,6/5/2020 2:24,1663,5.61,5.61,5.61
{61290989800521077568},6/8/2020,6/28/2020 2:24,1711,6.19,6.19,6.19
{61290989800520895279},5/18/2020,6/5/2020 2:24,1663,7.44,7.44,8.42
{74890989800520948421},5/22/2020,6/28/2020 3:47,1714,6.27,6.27,4.98
{61290989800520728102},5/14/2020,5/29/2020 6:06,1649,5.4,5.4,5.39
{61290989800520604567},5/4/2020,5/29/2020 5:27,1649,5.37,5.37,5.37
{61290989800520596541},5/3/2020,5/25/2020 7:42,1631,5.61,5.61,5.62
{61290989800520584876},5/1/2020,5/25/2020 7:58,1630,5.4,5.4,5.99
{61290989800521109887},6/11/2020,6/28/2020 2:45,1711,6.19,6.19,6.19
{61290989800521082166},6/8/2020,6/28/2020 2:23,1711,6.19,6.19,6.19
{61290989800520922456},5/20/2020,6/28/2020 3:28,1714,5.41,5.41,5.39
{61290989800520714501},5/13/2020,5/29/2020 5:59,1649,7.18,7.18,7.18
{61290989800520607711},5/4/2020,5/25/2020 7:53,1631,7.27,7.27,7.24
{61290989800520968935},5/25/2020,6/12/2020 4:04,1688,7.18,7.18,7.18
{61290989800520968508},5/25/2020,6/12/2020 4:12,1688,7.08,7.08,7.08
{61290989800521254778},6/15/2020,6/28/2020 3:16,1712,7.57,7.57,7.57
{61290989800521116687},6/12/2020,7/3/2020 2:51,1764,5.85,5.85,5.85
{61290989800520994644},5/27/2020,6/12/2020 3:58,1688,6.88,6.88,7.85
{61290989800521290875},6/19/2020,7/3/2020 5:47,1768,6.46,6.46,6.47
{61290989800520528160},4/27/2020,5/25/2020 7:49,1630,5.72,5.72,5.72
{61290989800521029062},6/1/2020,6/28/2020 2:26,1711,7.03,7.03,7.51
{61290989800520532525},4/27/2020,5/25/2020 7:56,1630,6.28,6.28,6.29
{61290989800520641784},5/6/2020,5/25/2020 7:28,1631,5.37,5.37,5.37
{61290989800520684293},5/11/2020,5/25/2020 7:47,1631,5.4,5.4,5.39
{61290989800520965835},5/25/2020,6/12/2020 2:09,1677,7.15,7.15,7.75
{61290989800520700597},5/12/2020,6/5/2020 2:02,1663,7.18,7.18,7.18
{61290989800520682718},5/11/2020,5/29/2020 5:45,1649,5.7,5.7,5.7
{61290989800520602648},5/4/2020,5/25/2020 8:04,1630,5.7,5.7,5.7
{61290989800521029987},6/1/2020,6/19/2020 2:40,1698,5.37,5.37,5.37
{61290989800520556507},4/29/2020,5/25/2020 7:40,1630,5.62,5.62,5.99
{61290989800520677158},5/9/2020,5/29/2020 5:42,1649,5.37,5.37,5.42
{61290989800520646987},5/6/2020,5/25/2020 7:49,1631,5.61,5.61,5.61
{61290989800521039917},6/2/2020,6/19/2020 2:35,1698,6.27,6.27,5.7
{61290989800520545143},4/28/2020,5/25/2020 7:53,1630,5.72,5.72,5.72
{61290989800520888776},5/18/2020,5/29/2020 6:14,1649,5.94,5.37,5.91
{61290989800521121957},6/13/2020,7/3/2020 2:57,1764,6.19,6.19,6.19
{61290989800520922739},5/20/2020,6/28/2020 3:59,1714,10.9,5.67,5.37
{61290989800520924917},5/20/2020,6/28/2020 4:22,1714,8.33,8.33,7.65
{61290989800520889292},5/18/2020,6/5/2020 1:50,1663,7.91,6.73,6.27
{61290989800520878173},5/16/2020,6/28/2020 4:00,1714,6.2,5.61,6.17
{61290989800520889520},5/18/2020,6/5/2020 2:24,1663,7.91,6.73,6.27
{61290989800521079241},6/8/2020,6/28/2020 2:31,1711,6.1,6.1,6.09
{61290989800520695121},5/11/2020,5/29/2020 5:51,1649,5.7,5.7,5.7
{61290989800520569927},4/30/2020,5/25/2020 7:55,1630,5.72,5.72,5.99
{61290989800520603379},5/4/2020,5/29/2020 5:27,1649,5.61,5.61,5.61
{61290989800520980593},5/26/2020,6/12/2020 4:08,1688,6.54,6.54,7.51
{61290989800520647274},5/6/2020,5/25/2020 7:54,1631,5.7,5.7,5.7
{392798952570},5/13/2020,6/5/2020 2:08,1663,7.28,7.28,7.27
{61290989800521116458},6/12/2020,6/28/2020 3:16,1712,6.75,6.75,6.19
{61290989800521277548},6/17/2020,7/3/2020 2:52,1764,7.78,7.78,6.9
{61290989800520668408},5/8/2020,5/25/2020 7:41,1631,6.88,6.88,7.85
{61290989800520684835},5/11/2020,5/29/2020 5:46,1649,5.7,5.7,5.7
{61290989800521092578},6/9/2020,6/28/2020 2:25,1711,7.57,7.57,7.57
{61290989800520731102},5/14/2020,5/29/2020 6:07,1649,8.33,8.33,7.65
{61290989800520935128},5/21/2020,6/12/2020 2:09,1677,6.73,6.73,5.7
{61290989800521300246},6/22/2020,7/3/2020 5:45,1768,6.6,6.6,7.57
{61290989800520531788},4/27/2020,5/25/2020 8:09,1630,8.34,8.34,8.34
{61290989800520944892},5/22/2020,6/28/2020 3:31,1714,6.27,6.27,6.28
{61290989800520726603},5/14/2020,5/29/2020 6:05,1649,5.7,5.7,5.7
{61290989800520633253},5/5/2020,5/25/2020 7:58,1631,5.37,5.37,5.61
{61290989800521080155},6/8/2020,6/28/2020 2:25,1711,8.13,8.13,7.21
{61290989800520583497},5/1/2020,5/25/2020 7:26,1630,5.38,5.38,5.99
{61290989800521094848},6/9/2020,6/28/2020 2:28,1711,5.85,5.85,5.85
{61290989800520967471},5/25/2020,6/12/2020 4:06,1688,7.18,7.18,7.18
{61290989800520696036},5/11/2020,5/29/2020 5:51,1649,8.33,8.33,7.65
{61290989800521022551},5/30/2020,6/28/2020 2:23,1711,7.45,7.45,7.98
{61290989800520628587},5/5/2020,5/25/2020 7:59,1631,5.7,5.7,5.42
{61290989800520520737},4/26/2020,5/25/2020 7:30,1631,5.4,5.4,5.4
{61290989800521079227},6/8/2020,6/28/2020 2:26,1711,6.19,6.19,6.19
{61290989800521121926},6/13/2020,7/3/2020 3:01,1764,7.36,7.36,8.33
{61290989800520570190},4/30/2020,5/25/2020 7:51,1631,6.43,6.43,6.59
{61290989800521077858},6/8/2020,6/28/2020 2:26,1711,7.57,7.57,7.57
{61290989800520922890},5/20/2020,6/28/2020 3:33,1714,6.27,6.27,5.7
{61290989800520906715},5/19/2020,6/28/2020 3:28,1714,6.84,6.84,6.84
{61290989800520601924},5/4/2020,5/25/2020 7:42,1630,5.7,5.7,5.7
{61290989800520683043},5/11/2020,5/29/2020 5:45,1649,5.7,5.7,5.7
{61290989800520932721},5/21/2020,6/28/2020 3:47,1714,6.88,6.88,7.85
{61290989800520701419},5/12/2020,5/29/2020 5:54,1649,6.74,6.74,7.51
{61290989800520899147},5/18/2020,6/28/2020 4:01,1714,5.7,5.7,5.7
{61290989800520570459},4/30/2020,5/25/2020 7:27,1631,6.88,6.88,6.99
{61290989800520696081},5/11/2020,5/29/2020 5:51,1649,9.8,9.8,9.12
{61290989800520619028},5/4/2020,5/25/2020 7:30,1631,13.33,13.33,9.79
{61290989800520707169},5/12/2020,5/29/2020 5:56,1649,7.16,7.16,6.73
{61290989800520966351},5/25/2020,6/19/2020 2:30,1698,5.7,5.7,5.7
{61290989800521289572},6/19/2020,7/3/2020 5:43,1768,5.92,5.92,5.92
{61290989800520616706},5/4/2020,5/25/2020 8:05,1631,11.96,11.96,8.57
{61290989800520583848},5/1/2020,5/25/2020 8:06,1630,5.38,5.38,5.99
{61290989800520728072},5/14/2020,5/29/2020 6:06,1649,5.37,5.37,5.37
{61290989800520993043},5/27/2020,6/12/2020 1:43,1677,5.37,5.37,5.37
{61290989800520889988},5/18/2020,6/5/2020 2:05,1663,6.27,5.7,6.27
{61290989800520676427},5/9/2020,5/29/2020 5:42,1649,6.78,6.78,7.75
{61290989800520968119},5/25/2020,6/12/2020 4:07,1688,5.8,5.8,6.03
{61290989800520943857},5/22/2020,6/28/2020 4:23,1714,5.7,5.7,5.7
{61290989800520889926},5/18/2020,5/29/2020 6:14,1649,5.97,5.4,5.93
{61290989800520966894},5/25/2020,6/12/2020 4:03,1688,5.7,5.7,6.28
{61290989800520932431},5/21/2020,6/5/2020 2:16,1663,5.61,5.61,5.61
{61290989800521028522},6/1/2020,6/12/2020 4:40,1688,5.7,5.7,5.7
{61290989800520605779},5/4/2020,6/28/2020 2:24,1711,6.19,6.19,5.7
{61290989800520655941},5/7/2020,5/29/2020 5:34,1649,7.44,7.44,7.85
{61290989800520739832},5/15/2020,6/28/2020 3:45,1714,7.74,7.74,7.75
{61290989800520666053},5/8/2020,5/25/2020 7:27,1631,6.88,6.88,6.87
{61290989800520596664},5/3/2020,5/29/2020 5:25,1649,8.48,8.48,8.88
{61290989800520558112},4/29/2020,5/25/2020 8:06,1630,7.68,7.68,7.86
{61290989800520967426},5/25/2020,6/5/2020 2:17,1663,5.4,5.4,5.39
{61290989800520878371},5/16/2020,5/29/2020 6:13,1649,5.97,5.4,5.93
{61290989800520701501},5/12/2020,6/28/2020 3:58,1714,5.61,5.61,5.61
{61290989800520742214},5/15/2020,5/29/2020 6:10,1649,5.7,5.7,6.28
{61290989800520665889},5/8/2020,5/25/2020 7:31,1631,5.7,5.7,5.7
{61290989800520877916},5/16/2020,6/5/2020 2:02,1663,7.49,6.88,7.43
{61290989800520706223},5/12/2020,5/29/2020 5:55,1649,5.7,5.7,5.7
{61290989800521030075},6/1/2020,6/12/2020 4:39,1688,5.4,5.4,5.39
{61290989800520627795},5/5/2020,5/25/2020 7:38,1631,6.84,6.84,6.9
{61290989800520668477},5/8/2020,5/25/2020 7:31,1631,6.27,6.27,6.28
{61290989800521031997},6/1/2020,6/28/2020 2:24,1711,8.82,8.82,8.87
{61290989800520601917},5/4/2020,5/25/2020 8:04,1630,6.84,6.84,6.84
{61290989800520528108},4/27/2020,5/8/2020 0:53,1577,6.28,6.28,6.29
{61290989800520966788},5/25/2020,6/12/2020 4:06,1688,6.54,6.54,7.51
{61290989800520546829},4/28/2020,5/25/2020 7:44,1630,5.72,5.72,5.72
{61290989800520966009},5/25/2020,6/12/2020 4:12,1688,5.7,5.7,5.7
{61290989800521093391},6/9/2020,6/28/2020 2:27,1711,7.27,7.27,8.24
{61290989800520969215},5/25/2020,6/28/2020 3:13,1712,6.1,6.1,5.61
{61290989800521283228},6/18/2020,7/3/2020 3:01,1764,5.63,5.63,5.62
{61290989800520520522},4/26/2020,5/25/2020 7:29,1630,5.72,5.72,5.72
{61290989800520645287},5/6/2020,5/25/2020 7:59,1631,5.37,5.37,5.37
{61290989800521079982},6/8/2020,6/28/2020 2:32,1711,6.19,6.19,6.19
{61290989800520527934},4/27/2020,5/8/2020 0:53,1577,5.42,5.42,5.4
{61290989800520740807},5/15/2020,5/29/2020 6:10,1649,6.88,6.88,7.85
{61290989800520996549},5/27/2020,6/12/2020 1:33,1677,6.27,6.27,6.28
{61290989800520922692},5/20/2020,6/5/2020 1:52,1663,5.7,5.7,5.7
{61290989800521048988},6/3/2020,6/28/2020 3:13,1712,6.1,6.1,5.61
{61290989800521052404},6/3/2020,6/28/2020 2:31,1711,6.27,6.27,6.28
{61290989800520618069},5/4/2020,5/25/2020 7:37,1631,6.78,6.78,6.43
{61290989800520878210},5/16/2020,6/5/2020 2:05,1663,6.3,5.7,6.27
{61290989800521255850},6/15/2020,6/28/2020 3:16,1712,6.19,6.19,6.19
{61290989800521022681},5/30/2020,6/19/2020 2:31,1698,5.7,5.7,5.75
{61290989800520557740},4/29/2020,5/25/2020 7:29,1630,5.72,5.72,5.99
{61290989800520603027},5/4/2020,5/29/2020 5:26,1649,5.7,5.7,5.7
{61290989800521106015},6/10/2020,6/28/2020 3:15,1712,7.21,7.21,7.21
{61290989800520718431},5/13/2020,5/29/2020 6:01,1649,7.18,7.18,7.23
{61290989800520967792},5/25/2020,6/28/2020 3:33,1714,5.41,5.41,5.39
{61290989800521275582},6/17/2020,7/3/2020 2:51,1764,5.6,5.6,5.6
"{393450558397,393450559316,393450560011,393450561577,393450562805,393450563352,393450565425,393450566318,393450567553,393450568663,393450569626}",6/2/2020,6/28/2020 2:36,1711,80.79,80.79,82.29
{61290989800521275162},6/17/2020,7/3/2020 2:58,1764,5.92,5.92,5.92
{61290989800520555760},4/29/2020,5/25/2020 7:32,1630,5.72,5.72,5.99
{61290989800520642217},5/6/2020,5/25/2020 7:53,1631,6.88,6.88,6.87
{61290989800520888837},5/18/2020,6/19/2020 2:33,1698,7.83,7.18,7.77
{61290989800521289411},6/19/2020,7/3/2020 5:50,1768,7.58,7.58,8.56
{61290989800521083286},6/8/2020,6/28/2020 3:14,1712,6.19,6.19,6.19
{61290989800520570893},4/30/2020,5/25/2020 7:36,1631,5.38,5.38,5.99
{61290989800520646697},5/6/2020,5/29/2020 5:32,1649,5.7,5.7,5.7
{61290989800520556996},4/29/2020,5/25/2020 8:05,1630,5.72,5.72,5.99
{61290989800520740517},5/15/2020,5/29/2020 6:10,1649,5.37,5.37,5.37
{61290989800520933049},5/21/2020,6/28/2020 2:43,1711,6.19,6.19,5.7
{61290989800520668835},5/8/2020,5/25/2020 7:27,1631,5.7,5.7,5.7
{61290989800521032062},6/1/2020,6/19/2020 2:35,1698,5.61,5.61,5.61
{61290989800520656269},5/7/2020,5/29/2020 5:34,1649,5.7,5.7,5.7
{61290989800520921848},5/20/2020,6/12/2020 1:53,1677,5.7,5.7,5.7
{61290989800520556361},4/29/2020,5/25/2020 8:00,1631,5.38,5.38,5.99
{61290989800520627399},5/5/2020,5/25/2020 7:48,1631,5.37,5.37,5.42
{61290989800520967235},5/25/2020,6/12/2020 4:00,1688,7.74,7.74,7.18
{61290989800521022520},5/30/2020,6/28/2020 2:27,1711,6.75,6.75,6.34
{61290989800520642620},5/6/2020,5/25/2020 7:51,1631,5.61,5.61,5.61
{61290989800521005370},5/28/2020,6/19/2020 2:23,1698,6.1,6.1,5.61
{61290989800520707275},5/12/2020,5/29/2020 5:56,1649,6.88,6.88,7.85
{61290989800520656412},5/7/2020,5/29/2020 5:34,1649,5.8,5.8,5.77
{61290989800520666572},5/8/2020,5/25/2020 8:02,1631,5.7,5.7,5.7
{61290989800520556118},4/29/2020,5/25/2020 7:54,1630,5.72,5.72,5.99
{61290989800520741088},5/15/2020,5/29/2020 6:10,1649,5.7,5.7,5.7
{61290989800520888653},5/18/2020,6/28/2020 3:44,1714,6.3,5.7,6.27
{61290989800520910026},5/19/2020,6/28/2020 3:30,1714,5.37,5.37,5.37
{61290989800520685443},5/11/2020,5/25/2020 7:37,1631,5.7,5.7,5.7
{61290989800521285161},6/18/2020,7/3/2020 5:47,1768,5.63,5.63,5.62
{61290989800520739931},5/15/2020,6/28/2020 4:19,1714,5.37,5.37,5.37
{61290989800521077094},6/8/2020,7/3/2020 3:02,1764,5.85,5.85,5.85
{61290989800520647144},5/6/2020,5/25/2020 8:05,1631,5.37,5.37,5.37
{61290989800521013696},5/29/2020,6/12/2020 1:46,1677,7.18,7.18,7.18
{61290989800520993081},5/27/2020,6/12/2020 1:38,1677,6.27,6.27,5.7
{61290989800520996501},5/27/2020,6/12/2020 1:47,1677,7.18,7.18,9.12
{61290989800521285154},6/18/2020,7/3/2020 5:46,1768,7.04,7.04,8.01
{61290989800520602310},5/4/2020,5/25/2020 7:29,1631,5.7,5.7,5.7
{61290989800520995016},5/27/2020,6/12/2020 1:36,1677,6.88,6.88,7.85
{61290989800520683210},5/11/2020,5/29/2020 5:45,1649,5.7,5.7,5.7
{61290989800521015393},5/29/2020,6/19/2020 2:29,1698,5.7,5.7,5.7
{61290989800520593809},5/2/2020,5/25/2020 7:44,1631,5.7,5.7,5.72
{61290989800520548762},4/28/2020,5/25/2020 7:51,1630,6.28,6.28,6.29
{61290989800520656337},5/7/2020,6/28/2020 3:57,1714,5.61,5.61,5.61
{61290989800521083514},6/8/2020,6/28/2020 2:43,1711,7.65,7.65,6.76
{61290989800521030563},6/1/2020,6/12/2020 4:39,1688,5.4,5.4,5.39
{61290989800520935265},5/21/2020,6/12/2020 4:09,1688,24.47,22.4,8.33
{61290989800520642514},5/6/2020,5/25/2020 7:41,1631,5.7,5.7,5.7
{61290989800520684514},5/11/2020,5/29/2020 5:46,1649,6.27,6.27,6.28
{61290989800521032123},6/1/2020,6/19/2020 2:33,1698,5.61,5.61,5.61
{61290989800520888851},5/18/2020,6/19/2020 2:33,1698,5.94,5.37,5.91
{61290989800520641500},5/6/2020,5/25/2020 7:49,1631,5.7,5.7,5.7
{61290989800520656832},5/7/2020,5/29/2020 5:35,1649,5.7,5.7,5.7
{61290989800521056600},6/4/2020,6/19/2020 2:35,1698,5.7,5.7,5.7
{61290989800520605267},5/4/2020,5/25/2020 7:53,1630,5.61,5.61,5.61
{61290989800521032055},6/1/2020,6/19/2020 2:38,1698,5.7,5.7,5.7
{61290989800521049275},6/3/2020,6/19/2020 2:34,1698,5.7,5.7,5.7
{61290989800520531726},4/27/2020,5/25/2020 7:59,1630,5.72,5.72,5.72
{61290989800520967198},5/25/2020,6/12/2020 4:05,1688,5.98,5.98,5.61
{61290989800521278668},6/17/2020,7/3/2020 3:00,1764,6.9,6.9,6.9
{61290989800520981569},5/26/2020,6/5/2020 2:28,1663,5.7,5.7,5.7
{61290989800520642811},5/6/2020,5/29/2020 5:32,1649,5.98,5.98,5.61
{61290989800520555630},4/29/2020,5/25/2020 7:27,1631,5.61,5.61,5.99
{61290989800520676243},5/9/2020,5/25/2020 7:51,1631,6.88,6.88,7.85
{61290989800520683852},5/11/2020,5/25/2020 7:26,1631,5.7,5.7,5.7
{61290989800520646550},5/6/2020,6/5/2020 2:26,1663,5.7,5.7,5.75
{61290989800521121810},6/13/2020,7/3/2020 2:52,1764,6.75,6.75,6.76
{61290989800520967785},5/25/2020,6/28/2020 3:47,1714,5.61,5.61,5.61
{61290989800520966078},5/25/2020,6/12/2020 2:10,1677,6.88,6.88,7.85
{61290989800520887892},5/18/2020,6/28/2020 3:12,1712,6.7,6.19,6.27
{61290989800520582575},5/1/2020,5/25/2020 7:52,1631,6.27,6.27,5.99
{61290989800520645119},5/6/2020,5/25/2020 8:04,1631,5.4,5.4,5.39
