{61290989800521255393},2020-06-15,2020-06-28,1712,7.36,7.36,8.33
{61290989800521277678},2020-06-17,2020-07-03,1764,5.6,5.6,5.60
{61290989800521286489},2020-06-18,2020-07-03,1764,5.6,5.6,5.60
{61290989800520682817},2020-05-11,2020-05-29,1649,5.61,5.61,5.61
{61290989800520700917},2020-05-12,2020-05-29,1649,6.27,6.27,6.28
{61290989800521028126},2020-06-01,2020-06-19,1698,5.89,5.89,5.39
{61290989800520630535},2020-05-05,2020-05-29,1649,11.74,11.74,6.73
{61290989800521278552},2020-06-17,2020-07-03,1764,6.72,6.72,7.69
{61290989800520684422},2020-05-11,2020-05-29,1649,5.7,5.7,5.70
{61290989800520934701},2020-05-21,2020-06-05,1663,5.37,5.37,5.37
{61290989800521078961},2020-06-08,2020-06-19,1698,5.85,5.85,5.85
{61290989800520684002},2020-05-11,2020-05-25,1631,5.7,5.7,5.70
{61290989800520677257},2020-05-09,2020-05-29,1649,5.7,5.7,5.75
{61290989800520742238},2020-05-15,2020-05-29,1649,5.7,5.7,6.28
{61290989800520527828},2020-04-27,2020-05-25,1630,7.19,7.19,7.19
